Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
EP3981243A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
EP3981243A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
EP3981243A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
EP3981243A1,PARAMETERS MONITORED,FARM YIELD,,,
EP3981243A1,PARAMETERS MONITORED,WEATHER,,,
EP3981243A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
EP3981243A1,APPLICATIONS,PREDICTIONS,YIELD,,
EP3981233A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
EP3981233A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
EP3981233A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
EP3981233A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
EP3981233A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
DE102021124212A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
DE102021124212A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
DE102021124212A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
DE102021124212A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
DE102021124212A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
DE102021124212A1,PARAMETERS MONITORED,WEATHER,,,
DE102021124212A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
DE102021123055A1,DATA STORING/ SHARING TECHNOLOGIES,DEVICE MEMORY,,,
DE102021123055A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
DE102021123055A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
DE102021123055A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
DE102021123055A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
DE102021123055A1,APPLICATIONS,PREDICTIONS,GROWTH,,
DE102021119643A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
DE102021119643A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
DE102021119643A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
DE102021119643A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
DE102021119643A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
DE102021119643A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
DE102021119643A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
CN114331187A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN114331187A,DATA ANALYTICS,BIG DATA,,,
CN114331187A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN114331187A,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
CN114331187A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN114331187A,PARAMETERS MONITORED,WEATHER,,,
US20220113733A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220113733A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220113733A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220113733A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220113733A1,PARAMETERS MONITORED,WEATHER,,,
US20220113733A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220113733A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220113734A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220113734A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220113734A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220113734A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220113734A1,PARAMETERS MONITORED,PLANT GROWTH,,,
US20220113734A1,PARAMETERS MONITORED,WEATHER,,,
US20220113734A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220113734A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220113729A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220113729A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220113729A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220113729A1,APPLICATIONS,PREDICTIONS,GROWTH,,
US20220113728A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220113728A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220113728A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220113728A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220113728A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220113728A1,PARAMETERS MONITORED,WEATHER,,,
US20220113141A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220113141A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220113141A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220113141A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220113141A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220113141A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20220113141A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220113141A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110258A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110258A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110258A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220110258A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220110258A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220110258A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220110258A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110258A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110258A1,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
US20220110259A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110259A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110259A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220110259A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220110259A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220110259A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110259A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110250A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110250A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220110250A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220110250A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220110250A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220110250A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20220110250A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110250A1,APPLICATIONS,PREDICTIONS,GROWTH,,
US20220110250A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110252A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110252A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110252A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220110252A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220110252A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220110252A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220110252A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110252A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110248A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110248A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220110248A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220110248A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220110248A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220110248A1,PARAMETERS MONITORED,WEATHER,,,
US20220110248A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110248A1,APPLICATIONS,PREDICTIONS,GROWTH,,
US20220110248A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110255A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110255A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110255A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220110255A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220110255A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220110255A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220110255A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110255A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110238A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110238A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110238A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
US20220110238A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220110238A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220110238A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220110238A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20220110238A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110238A1,APPLICATIONS,PREDICTIONS,YIELD,,
IN202241015310A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202241015310A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
IN202241015310A,APPLICATIONS,PREDICTIONS,YIELD,,
IN202241012074A,DATA ANALYTICS,IOT,,,
IN202241012074A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202241012074A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202241012074A,PARAMETERS MONITORED,FARM YIELD,,,
IN202241012074A,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
IN202211011056A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202211011056A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
IN202211011056A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
IN202211011056A,DATA ANALYTICS,IOT,,,
IN202211011056A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN202211011056A,APPLICATIONS,PREDICTIONS,COST,,
IN202211011056A,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
WO2022069670A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2022069670A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
WO2022069670A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
WO2022069670A1,PARAMETERS MONITORED,WEATHER,,,
CN114282741A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN114282741A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
CN114282741A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
CN114282741A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,COMPUTER VISION,,
CN114282741A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN114282741A,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
CN114282741A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN114258847A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN114258847A,DATA ANALYTICS,IOT,,,
CN114258847A,DATA ANALYTICS,BIG DATA,,,
CN114258847A,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
CN114258847A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN114258847A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN114239278B,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN114239278B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN114237330A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN114237330A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN114237330A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN114237330A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
CN114237330A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
IN202241006977A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202241006977A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
IN202241006977A,DATA ANALYTICS,IOT,,,
IN202241006977A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202241006977A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202241006977A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN202241006977A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
IN202041036536A,DATA ANALYTICS,IOT,,,
IN202041036536A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202041036536A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
IN202041036536A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN202041036536A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202041036536A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN202041036536A,APPLICATIONS,PREDICTIONS,YIELD,,
CN114219520A,DATA ANALYTICS,BIG DATA,,,
CN114219520A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN114202675A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN114202675A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN114202675A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN114202675A,APPLICATIONS,PREDICTIONS,GROWTH,,
IN202241006320A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202241006320A,DATA ANALYTICS,IOT,,,
IN202241006320A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202241006320A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
IN202241006320A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN202241006320A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202241006320A,PARAMETERS MONITORED,WEATHER,,,
IN202241006320A,APPLICATIONS,PREDICTIONS,YIELD,,
IN202241006320A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
IN202241007512A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
IN202241007512A,DATA ANALYTICS,IOT,,,
IN202241007512A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
IN202241007512A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN202241007512A,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
IN202241007512A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202241007512A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN114140591A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN114140591A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
CN114140591A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN114140591A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN114140591A,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
CN114120125A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,COMPUTER VISION,,
CN114120125A,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
CN114120125A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
WO2022039283A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2022039283A1,DATA ANALYTICS,IOT,,,
WO2022039283A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
WO2022039283A1,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
WO2022039283A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2022039283A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
WO2022039283A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20220051350A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
US20220051350A1,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
US20220051350A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US20220051350A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220051350A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220051350A1,PARAMETERS MONITORED,WEATHER,,,
US20220051350A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20220051350A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US20220051350A1,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
IN202021024086A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202021024086A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN202021024086A,APPLICATIONS,PREDICTIONS,YIELD,,
IN202021024086A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
US20220036070A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220036070A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
US20220036070A1,APPLICATIONS,PREDICTIONS,YIELD,,
CN114004389A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN114004389A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN114004389A,APPLICATIONS,PREDICTIONS,YIELD,,
CN113989689A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
CN113989689A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113989689A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113989689A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113989689A,APPLICATIONS,DATA REPRESENTATION,TABLES,,
CN113989689A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN113963511A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113963511A,DATA ANALYTICS,BIG DATA,,,
CN113963511A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113963511A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113963511A,PARAMETERS MONITORED,WEATHER,,,
CN113963511A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN113963511A,APPLICATIONS,PREDICTIONS,YIELD,,
WO2022013865A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
WO2022013865A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2022013865A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
WO2022013865A1,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2022013865A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
WO2022013865A1,APPLICATIONS,IMPROVE/ INCREASE GROWTH,,,
US20220019796A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220019796A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
US20220019796A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,COMPUTER VISION,,
US20220019796A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
US20220019796A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220019796A1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
US20220019796A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220019796A1,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
US20220019796A1,PARAMETERS MONITORED,FARM YIELD,,,
US20220019796A1,PARAMETERS MONITORED,WEATHER,,,
US20220019796A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20220019796A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US20220019796A1,APPLICATIONS,DATA REPRESENTATION,TABLES,,
US20220019796A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220019796A1,APPLICATIONS,PREDICTIONS,YIELD,,
CN113934167A,DATA ANALYTICS,IOT,,,
CN113934167A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113934167A,APPLICATIONS,PREDICTIONS,YIELD,,
IN202141054736A,DATA ANALYTICS,IOT,,,
IN202141054736A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202141054736A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202141054736A,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
IN202141054736A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
IN202141053443A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202141053443A,DATA ANALYTICS,IOT,,,
IN202141053443A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202141053443A,PARAMETERS MONITORED,WEATHER,,,
IN202141053443A,APPLICATIONS,PREDICTIONS,YIELD,,
IN202121047115A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202121047115A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202121047115A,PARAMETERS MONITORED,PLANT GROWTH,,,
IN202121047115A,PARAMETERS MONITORED,WEATHER,,,
IN202121047115A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
WO2022010372A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2022010372A1,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2022010372A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113920474A,DATA ANALYTICS,IOT,,,
CN113920474A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113920474A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113920474A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113920474A,APPLICATIONS,PREDICTIONS,YIELD,,
CN215376538U,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN215376538U,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN215376538U,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
CN215376538U,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN215376538U,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
CN215376538U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202141046457A,DATA ANALYTICS,IOT,,,
IN202141046457A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202141046457A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
IN202141046457A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN202141046457A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
AU2021107439A4,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
AU2021107439A4,DATA ANALYTICS,IOT,,,
AU2021107439A4,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
AU2021107439A4,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
AU2021107439A4,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
AU2021107439A4,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
AU2021107439A4,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
AU2021107439A4,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
WO2021255458A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2021255458A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
WO2021255458A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,COMPUTER VISION,,
WO2021255458A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
WO2021255458A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2021255458A1,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
WO2021255458A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
WO2021255458A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2021255458A1,PARAMETERS MONITORED,WEATHER,,,
WO2021255458A1,APPLICATIONS,PREDICTIONS,YIELD,,
