Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
US20210246191A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20210246191A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20210246191A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,CANCER THERAPY,
US20210246191A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210246191A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
EP4034552A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
EP4034552A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
EP4034552A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
EP4034552A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
EP3774874A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
EP3774874A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
EP3774874A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220088076A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220088076A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,INFECTIOUS DISEASES,
US20220088076A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220088076A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20220152174A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220152174A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220152174A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20190290686A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20190290686A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,INFECTIOUS DISEASES,
US20190290686A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,AUTOIMMUNE DISEASE,
US20190290686A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20210079054A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210079054A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20210079054A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US10822371B2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US10822371B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US11124540B2,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US11124540B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US11124540B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US11124540B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20210177917A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210177917A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
US20210177917A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210122800A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210122800A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20210122800A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20210122800A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210122800A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210275649A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210275649A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20210275649A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20210275649A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20210275649A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US10695279B2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US10695279B2,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
US20200022914A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20200022914A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20200022914A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20200022914A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20200022914A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20200063213A1,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
US20200063213A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20200063213A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20200063213A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220062431A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220062431A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20220062431A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,DRUG DELIVERY,
US20220062431A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20220062431A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
US20210261609A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210261609A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20210261609A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,CANCER THERAPY,
US20210261609A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210261609A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
WO2021163357A3,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
WO2021163357A3,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,HEART DISEASE,
WO2021163357A3,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
WO2021163357A3,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
WO2021163357A3,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20210238575A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210238575A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20210238575A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210238575A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210221861A1,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
US20210221861A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20210221861A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
BR102021004714A2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
BR102021004714A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
BR102021004714A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
BR102021000600A2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
BR102021000600A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
BR102021000600A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
EP4048815A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
EP4048815A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
EP4048815A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
EP4048815A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
EP4048815A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
EP4026895A1,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
EP4026895A1,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
EP4026895A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
EP4026895A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
EP4026895A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20220280594A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220280594A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20220280594A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20220280594A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220280594A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
BR102020022204A2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
BR102020022204A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
BR102020022204A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20220288208A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220288208A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20220288208A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20220288208A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220288208A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20220267467A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220267467A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20220267467A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20220267467A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
BR102020018367A2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
BR102020018367A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20220273711A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220273711A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20220273711A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220273711A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20220211857A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220211857A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20220211857A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20220211857A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
EP3962527A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
EP3962527A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
EP3962527A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
EP3962527A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
EP3962527A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
GB2596803A8,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
GB2596803A8,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
GB2596803A8,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
GB2596803A8,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20200256849A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20200256849A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20200256849A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20200256849A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20220133790A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220133790A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20200231650A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20200231650A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20200231650A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
EP3898984A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
EP3898984A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
EP3898984A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
US20220017628A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220017628A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20220017628A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220017628A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20220017628A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210338779A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210338779A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20210338779A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,HEART DISEASE,
US20210338779A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210338779A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20220034899A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220034899A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20220034899A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
BR102019023868A2,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
BR102019023868A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
BR102019023868A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
BR102019023868A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
BR102019023868A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20220144908A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220144908A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,HEART DISEASE,
US20220144908A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210214686A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210214686A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20210214686A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
EP3827074A2,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
EP3827074A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
EP3827074A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,INFECTIOUS DISEASES,
EP3827074A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
EP3827074A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210113703A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210113703A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20210113703A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20210113703A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210113703A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
EP4041289A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
EP4041289A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,ALZHEIMER'S DISEASE,
EP4041289A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
BR102018011834A2,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
BR102018011834A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
BR102018011834A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
BR102017024728A2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
BR102017024728A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
BR102017010787A2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
BR102017010787A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,INFLAMMATORY DISEASE,
BR102017010787A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,AUTOIMMUNE DISEASE,
BR102017010787A2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210214412A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210214412A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,DIABETES,
US20210214412A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210214412A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
EP3781687A4,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
EP3781687A4,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
EP3781687A4,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
EP3781687A4,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
EP3781687A4,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
EP3781687A4,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
US20210393744A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210393744A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,DIABETES,
US20210393744A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210393744A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210393744A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20210238610A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210238610A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20200206360A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20200206360A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20200206360A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20200206360A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20200216815A1,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
US20200216815A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20200216815A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20200254036A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20200254036A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20200254036A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
US20200254036A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20200254036A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20200222386A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20200222386A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,ALZHEIMER'S DISEASE,
US20200222386A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20200087646A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20200087646A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20200087646A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210015897A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210015897A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20210015897A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20210015897A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20210015897A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210015897A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
US20210324029A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210324029A1,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
US20210324029A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,AUTOIMMUNE DISEASE,
US20210324029A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,DIABETES,
US20210324029A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
US20210324029A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210324029A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20200009229A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20200009229A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20200009229A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20200009229A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20200009229A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
US20200009229A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20220072082A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220072082A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20220072082A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
